Id,Title,Description,Status,Priority,Assigned,CreatedDate,UpdatedDate,TaskCode,ProjectId
2088,Добавить настройку частоты уведомлений,Добавить страницу настроек проекта,Review,High,ivan,2026-03-28T00:00:00,2026-04-16T00:00:00,KAN-2088,3
2089,Оптимизировать отправку сообщений,Улучшить проверку логина,InProgress,Medium,maria|john,2026-02-27T00:00:00,,KAN-2089,4
2090,Реализовать отправку email,Добавить обработку ошибок,InProgress,Medium,ivan,2026-02-23T00:00:00,,KAN-2090,4
2091,Добавить двухфакторную аутентификацию,Необходимо улучшить производительность запроса,InProgress,Low,ivan|maria,2026-01-19T00:00:00,,KAN-2091,1
2092,Добавить настройку частоты уведомлений,Добавить обработку ошибок,ToDo,Low,john,2026-03-07T00:00:00,,KAN-2092,1
2093,Исправить проблему drag and drop,Добавить роли пользователей,ToDo,Medium,ivan,2026-01-30T00:00:00,,KAN-2093,5
2094,Добавить восстановление пароля,Добавить индексы для таблиц,ToDo,High,ivan,2026-01-20T00:00:00,2026-01-25T00:00:00,KAN-2094,1
2095,Добавить настройку частоты уведомлений,Добавить комментарии к задачам,Done,Medium,anna,2026-02-01T00:00:00,,KAN-2095,2
2096,Исправить проблему с блокировками,Исправить проблему с блокировками,ToDo,High,maria,2026-03-04T00:00:00,2026-03-11T00:00:00,KAN-2096,5
2097,Реализовать шаблоны уведомлений,Оптимизировать отправку сообщений,Done,High,maria,2026-01-17T00:00:00,2026-01-31T00:00:00,KAN-2097,4
2098,Реализовать отправку email,Реализовать поиск задач,Done,Low,anna|maria,2026-01-13T00:00:00,2026-02-02T00:00:00,KAN-2098,3
2099,Проверить целостность данных,Добавить роли пользователей,InProgress,High,john,2026-04-01T00:00:00,2026-04-17T00:00:00,KAN-2099,2
2100,Исправить проблему с блокировками,Проверить целостность данных,InProgress,High,ivan,2026-02-09T00:00:00,2026-02-20T00:00:00,KAN-2100,3
2101,Добавить комментарии к задачам,Исправить проблему drag and drop,InProgress,Low,maria|anna,2026-01-05T00:00:00,2026-01-18T00:00:00,KAN-2101,3
2102,Добавить уведомления,Улучшить проверку логина,Review,Medium,anna,2026-02-27T00:00:00,2026-03-16T00:00:00,KAN-2102,3
2103,Добавить обработку ошибок отправки,Исправить загрузку аватаров,ToDo,Medium,anna,2026-02-13T00:00:00,,KAN-2103,4
2104,Добавить восстановление пароля,Обновить интерфейс страницы,Done,Low,maria,2026-03-19T00:00:00,2026-03-28T00:00:00,KAN-2104,5
2105,Исправить проблему с блокировками,Добавить журнал отправленных уведомлений,Review,Medium,john,2026-03-14T00:00:00,2026-03-26T00:00:00,KAN-2105,1
2106,Добавить страницу настроек проекта,Добавить восстановление пароля,InProgress,Medium,alex|ivan,2026-03-28T00:00:00,,KAN-2106,4
2107,Добавить проверку токена,Реализовать новую функцию интерфейса,ToDo,High,olga,2026-02-10T00:00:00,2026-02-22T00:00:00,KAN-2107,3
2108,Добавить метки задач,Добавить метки задач,InProgress,Low,john,2026-01-05T00:00:00,,KAN-2108,1
2109,Добавить метки задач,Оптимизировать процесс входа,ToDo,High,ivan|maria,2026-03-14T00:00:00,2026-03-17T00:00:00,KAN-2109,4
2110,Добавить обработку ошибок отправки,Добавить роли пользователей,InProgress,Low,john|anna,2026-01-04T00:00:00,,KAN-2110,4
2111,Реализовать кэширование запросов,Добавить двухфакторную аутентификацию,InProgress,Medium,anna|olga,2026-01-07T00:00:00,2026-01-08T00:00:00,KAN-2111,2
2112,Реализовать новую функцию интерфейса,Реализовать новую функцию интерфейса,InProgress,Low,anna|alex,2026-02-21T00:00:00,,KAN-2112,4
2113,Исправить проблему с блокировками,Исправить проблему с блокировками,ToDo,Medium,olga,2026-01-05T00:00:00,,KAN-2113,1
2114,Реализовать шаблоны уведомлений,Добавить проверку токена,InProgress,Medium,maria,2026-02-07T00:00:00,2026-02-13T00:00:00,KAN-2114,5
2115,Реализовать дополнительную бизнес-логику,Добавить обработку ошибок БД,Review,Medium,alex|olga,2026-01-13T00:00:00,2026-01-19T00:00:00,KAN-2115,4
2116,Обновить интерфейс страницы,Добавить новые связи между таблицами,InProgress,Low,john|maria,2026-01-04T00:00:00,,KAN-2116,4
2117,Улучшить производительность доски,Оптимизировать транзакции,Review,Medium,maria,2026-01-04T00:00:00,,KAN-2117,3
2118,Оптимизировать транзакции,Добавить восстановление пароля,InProgress,Medium,john|anna,2026-02-26T00:00:00,,KAN-2118,1
2119,Добавить обработку ошибок БД,Оптимизировать отправку сообщений,ToDo,Low,john,2026-03-04T00:00:00,2026-03-22T00:00:00,KAN-2119,1
2120,Исправить ошибку регистрации,Добавить новую возможность для пользователей,Review,High,olga,2026-03-13T00:00:00,2026-03-18T00:00:00,KAN-2120,2
2121,Добавить обработку ошибок БД,Реализовать обработку ошибок отправки,Review,Low,anna|olga,2026-03-24T00:00:00,2026-04-04T00:00:00,KAN-2121,5
2122,Добавить журнал отправленных уведомлений,Добавить проверку токена,ToDo,Medium,olga|anna,2026-02-17T00:00:00,2026-03-04T00:00:00,KAN-2122,5
2123,Добавить логирование ошибок авторизации,Добавить индексы для таблиц,Review,Medium,anna,2026-02-16T00:00:00,2026-02-16T00:00:00,KAN-2123,1
2124,Обновить интерфейс страницы,Исправить загрузку аватаров,ToDo,Medium,olga,2026-03-28T00:00:00,2026-04-06T00:00:00,KAN-2124,2
2125,Исправить нестабильное поведение функции,Пользователь может выполнить действие с некорректными данными,InProgress,High,ivan,2026-03-21T00:00:00,2026-04-10T00:00:00,KAN-2125,2
2126,Добавить роли пользователей,Добавить комментарии к задачам,InProgress,Medium,john,2026-01-15T00:00:00,2026-01-31T00:00:00,KAN-2126,2
2127,Оптимизировать отправку сообщений,Обновить интерфейс страницы,Done,Medium,olga|alex,2026-02-14T00:00:00,,KAN-2127,5
2128,Реализовать шаблоны уведомлений,Добавить журнал отправленных уведомлений,Done,Low,john|ivan,2026-02-16T00:00:00,2026-02-23T00:00:00,KAN-2128,3
2129,Исправить проблему с блокировками,Реализовать обработку ошибок отправки,Review,Medium,john,2026-02-17T00:00:00,2026-02-20T00:00:00,KAN-2129,5
2130,Добавить настройку частоты уведомлений,Оптимизировать процесс входа,Done,Medium,maria,2026-02-05T00:00:00,2026-02-11T00:00:00,KAN-2130,5
2131,Реализовать шаблоны уведомлений,Добавить роли пользователей,InProgress,Low,olga,2026-02-14T00:00:00,2026-03-03T00:00:00,KAN-2131,2
2132,Добавить метки задач,Добавить комментарии к задачам,InProgress,High,maria,2026-03-26T00:00:00,,KAN-2132,4
2133,Реализовать поиск задач,Добавить двухфакторную аутентификацию,InProgress,High,anna|ivan,2026-02-16T00:00:00,,KAN-2133,4
2134,Оптимизировать процесс входа,Добавить журнал активности,Review,Low,olga,2026-03-10T00:00:00,2026-03-17T00:00:00,KAN-2134,2
2135,Реализовать отправку email,Реализовать обработку ошибок отправки,InProgress,Medium,alex,2026-03-14T00:00:00,2026-04-03T00:00:00,KAN-2135,5
2136,Оптимизировать отправку сообщений,Добавить дедлайны задач,ToDo,Medium,maria,2026-01-05T00:00:00,2026-01-06T00:00:00,KAN-2136,4
2137,Исправить нестабильное поведение функции,Исправить проблему drag and drop,InProgress,Medium,olga,2026-02-11T00:00:00,2026-02-15T00:00:00,KAN-2137,3
2138,Добавить двухфакторную аутентификацию,Необходимо улучшить производительность запроса,Review,Low,john,2026-03-01T00:00:00,2026-03-12T00:00:00,KAN-2138,1
2139,Добавить логирование ошибок авторизации,Оптимизировать текущую реализацию,ToDo,Low,olga,2026-01-07T00:00:00,2026-01-09T00:00:00,KAN-2139,1
2140,Исправить проблему drag and drop,Оптимизировать процесс входа,InProgress,High,john|anna,2026-03-12T00:00:00,,KAN-2140,3
2141,Оптимизировать запросы базы данных,Обновить механизм сессий,Done,Low,anna,2026-02-13T00:00:00,2026-02-26T00:00:00,KAN-2141,4
2142,Интегрировать с внешними сервисами,Реализовать новую функцию интерфейса,Review,Low,olga|anna,2026-01-24T00:00:00,,KAN-2142,2
2143,Добавить обработку ошибок отправки,Необходимо улучшить производительность запроса,ToDo,Medium,olga|ivan,2026-03-13T00:00:00,2026-04-01T00:00:00,KAN-2143,4
2144,Исправить загрузку аватаров,Добавить проверку токена,Review,Medium,ivan,2026-03-10T00:00:00,,KAN-2144,4
2145,Добавить проверку токена,Добавить журнал активности,Review,Medium,anna,2026-03-03T00:00:00,2026-03-13T00:00:00,KAN-2145,3
2146,Добавить роли пользователей,Добавить журнал отправленных уведомлений,InProgress,Medium,john,2026-04-10T00:00:00,2026-04-23T00:00:00,KAN-2146,5
2147,Добавить страницу настроек проекта,Добавить двухфакторную аутентификацию,InProgress,Low,maria,2026-03-09T00:00:00,2026-03-16T00:00:00,KAN-2147,2
2148,Добавить обработку ошибок отправки,Оптимизировать транзакции,Done,High,john,2026-02-13T00:00:00,,KAN-2148,5
2149,Добавить новые связи между таблицами,Добавить новые связи между таблицами,InProgress,High,maria|anna,2026-04-09T00:00:00,2026-04-09T00:00:00,KAN-2149,5
2150,Реализовать поиск задач,Добавить двухфакторную аутентификацию,Done,Low,anna,2026-01-27T00:00:00,,KAN-2150,2
2151,Рефакторинг авторизации,Иногда возникает ошибка при работе с API,InProgress,Low,ivan,2026-02-06T00:00:00,2026-02-19T00:00:00,KAN-2151,3
2152,Добавить логирование ошибок авторизации,Добавить индексы для таблиц,ToDo,Low,maria,2026-03-31T00:00:00,2026-04-04T00:00:00,KAN-2152,4
2153,Оптимизировать процесс входа,Пользователь может выполнить действие с некорректными данными,ToDo,High,maria|olga,2026-04-11T00:00:00,,KAN-2153,4
2154,Добавить страницу настроек проекта,Оптимизировать транзакции,Done,High,maria,2026-02-17T00:00:00,,KAN-2154,1
2155,Проверить целостность данных,Добавить восстановление пароля,ToDo,Medium,olga|ivan,2026-01-19T00:00:00,2026-01-29T00:00:00,KAN-2155,5
2156,Добавить настройку частоты уведомлений,Добавить обработку ошибок БД,Done,Medium,john,2026-02-12T00:00:00,2026-02-23T00:00:00,KAN-2156,2
2157,Добавить проверку токена,Иногда возникает ошибка при работе с API,InProgress,High,maria|ivan,2026-03-20T00:00:00,,KAN-2157,5
2158,Исправить загрузку аватаров,Добавить настройку частоты уведомлений,Review,Medium,john,2026-01-09T00:00:00,2026-01-12T00:00:00,KAN-2158,1
2159,Исправить загрузку аватаров,Оптимизировать отправку сообщений,InProgress,Low,maria|anna,2026-04-03T00:00:00,2026-04-21T00:00:00,KAN-2159,4
2160,Добавить журнал отправленных уведомлений,Добавить метки задач,ToDo,Medium,anna,2026-02-09T00:00:00,2026-02-25T00:00:00,KAN-2160,1
2161,Оптимизировать процесс входа,Проверить целостность данных,Review,Low,olga,2026-02-05T00:00:00,,KAN-2161,4
2162,Добавить метки задач,Иногда возникает ошибка при работе с API,Done,High,alex|john,2026-03-24T00:00:00,2026-03-25T00:00:00,KAN-2162,5
2163,Улучшить проверку логина,Реализовать новую функцию интерфейса,Review,Low,alex|maria,2026-02-20T00:00:00,,KAN-2163,2
2164,Добавить восстановление пароля,Реализовать новую функцию интерфейса,InProgress,High,olga,2026-01-28T00:00:00,2026-02-05T00:00:00,KAN-2164,2
2165,Исправить загрузку аватаров,Обновить механизм сессий,Review,High,ivan,2026-01-25T00:00:00,2026-02-07T00:00:00,KAN-2165,5
2166,Проверить целостность данных,Оптимизировать отправку сообщений,ToDo,Low,ivan|john,2026-02-16T00:00:00,,KAN-2166,3
2167,Добавить страницу настроек проекта,Интегрировать с внешними сервисами,ToDo,Medium,anna|john,2026-03-01T00:00:00,,KAN-2167,3
2168,Добавить уведомления,Улучшить проверку логина,Review,High,john|alex,2026-03-15T00:00:00,2026-03-30T00:00:00,KAN-2168,4
2169,Оптимизировать процесс входа,Добавить проверку данных,InProgress,Low,anna|alex,2026-02-06T00:00:00,,KAN-2169,1
2170,Реализовать новую функцию интерфейса,Оптимизировать отправку сообщений,Review,Low,alex,2026-02-18T00:00:00,2026-03-06T00:00:00,KAN-2170,1
2171,Оптимизировать транзакции,Исправить проблему с блокировками,ToDo,Low,ivan|john,2026-01-12T00:00:00,2026-02-01T00:00:00,KAN-2171,2
2172,Рефакторинг авторизации,Добавить логирование ошибок,InProgress,Medium,ivan,2026-03-09T00:00:00,2026-03-29T00:00:00,KAN-2172,4
2173,Добавить роли пользователей,Реализовать шаблоны уведомлений,ToDo,Medium,ivan,2026-02-05T00:00:00,2026-02-25T00:00:00,KAN-2173,4
2174,Интегрировать с внешними сервисами,Добавить журнал отправленных уведомлений,Review,High,ivan|john,2026-01-24T00:00:00,2026-02-10T00:00:00,KAN-2174,4
2175,Исправить загрузку аватаров,Иногда возникает ошибка при работе с API,ToDo,Low,alex|john,2026-04-10T00:00:00,2026-04-13T00:00:00,KAN-2175,5
2176,Оптимизировать запросы базы данных,Реализовать шаблоны уведомлений,Review,Medium,john,2026-02-24T00:00:00,2026-03-09T00:00:00,KAN-2176,3
2177,Оптимизировать процесс входа,Добавить журнал активности,Review,Medium,anna,2026-01-28T00:00:00,,KAN-2177,5
2178,Интегрировать с внешними сервисами,Добавить комментарии к задачам,InProgress,High,ivan,2026-01-18T00:00:00,2026-01-22T00:00:00,KAN-2178,2
2179,Оптимизировать отправку сообщений,Проверить целостность данных,InProgress,Low,olga,2026-01-24T00:00:00,2026-01-27T00:00:00,KAN-2179,5
2180,Реализовать шаблоны уведомлений,Добавить проверку токена,InProgress,Medium,maria,2026-01-05T00:00:00,2026-01-09T00:00:00,KAN-2180,3
2181,Добавить роли пользователей,Иногда возникает ошибка при работе с API,ToDo,Medium,alex,2026-02-27T00:00:00,,KAN-2181,5
2182,Добавить уведомления,Добавить страницу настроек проекта,Review,Medium,olga,2026-02-25T00:00:00,2026-03-16T00:00:00,KAN-2182,5
2183,Добавить дедлайны задач,Обновить интерфейс страницы,Done,Medium,olga|john,2026-01-16T00:00:00,2026-01-31T00:00:00,KAN-2183,2
2184,Исправить проблему с блокировками,Добавить двухфакторную аутентификацию,InProgress,High,ivan,2026-02-15T00:00:00,2026-02-28T00:00:00,KAN-2184,5
2185,Реализовать поиск задач,Добавить роли пользователей,InProgress,Low,olga|anna,2026-03-18T00:00:00,2026-03-20T00:00:00,KAN-2185,3
2186,Оптимизировать отправку сообщений,Оптимизировать текущую реализацию,InProgress,Medium,maria|john,2026-01-09T00:00:00,2026-01-21T00:00:00,KAN-2186,4
2187,Добавить восстановление пароля,Добавить проверку данных,InProgress,Low,ivan|john,2026-01-04T00:00:00,,KAN-2187,1
2188,Добавить индексы для таблиц,Интегрировать с внешними сервисами,Review,Medium,john,2026-03-08T00:00:00,2026-03-08T00:00:00,KAN-2188,5
2189,Исправить ошибку авторизации,Добавить проверку данных,InProgress,Medium,maria,2026-02-08T00:00:00,2026-02-28T00:00:00,KAN-2189,2
2190,Добавить проверку токена,Добавить журнал активности,InProgress,Low,anna,2026-02-20T00:00:00,,KAN-2190,3
2191,Улучшить проверку логина,Проверить целостность данных,Review,Low,anna,2026-01-04T00:00:00,2026-01-16T00:00:00,KAN-2191,2
2192,Проверить целостность данных,Добавить настройку частоты уведомлений,InProgress,Medium,ivan,2026-02-04T00:00:00,,KAN-2192,1
2193,Добавить дедлайны задач,Обновить механизм сессий,InProgress,Medium,maria,2026-02-05T00:00:00,2026-02-12T00:00:00,KAN-2193,5
2194,Исправить ошибку авторизации,Пользователь может выполнить действие с некорректными данными,Done,Medium,olga,2026-03-04T00:00:00,2026-03-10T00:00:00,KAN-2194,5
2195,Рефакторинг авторизации,Иногда возникает ошибка при работе с API,ToDo,Medium,alex,2026-01-28T00:00:00,2026-02-05T00:00:00,KAN-2195,4
2196,Исправить проблему с блокировками,Реализовать кэширование запросов,ToDo,Medium,john,2026-02-10T00:00:00,2026-02-10T00:00:00,KAN-2196,3
2197,Добавить комментарии к задачам,Добавить комментарии к задачам,Done,Medium,ivan,2026-04-07T00:00:00,2026-04-24T00:00:00,KAN-2197,2
2198,Реализовать новую функцию интерфейса,Добавить роли пользователей,Review,Low,alex|john,2026-03-14T00:00:00,2026-03-28T00:00:00,KAN-2198,2
2199,Реализовать новую функцию интерфейса,Исправить ошибку регистрации,Review,Low,olga,2026-04-07T00:00:00,,KAN-2199,1
2200,Улучшить проверку логина,Пользователь может выполнить действие с некорректными данными,Done,Low,alex,2026-03-12T00:00:00,2026-03-19T00:00:00,KAN-2200,2
2201,Реализовать отправку email,Реализовать шаблоны уведомлений,Done,High,anna|john,2026-03-25T00:00:00,,KAN-2201,1
2202,Оптимизировать отправку сообщений,Оптимизировать текущую реализацию,InProgress,Medium,olga|john,2026-04-07T00:00:00,2026-04-16T00:00:00,KAN-2202,2
2203,Добавить обработку ошибок отправки,Реализовать обработку ошибок отправки,InProgress,High,maria|olga,2026-03-22T00:00:00,,KAN-2203,4
2204,Добавить журнал отправленных уведомлений,Исправить нестабильное поведение функции,InProgress,Low,anna,2026-03-26T00:00:00,2026-04-12T00:00:00,KAN-2204,2
2205,Добавить страницу настроек проекта,Реализовать шаблоны уведомлений,Done,Low,maria|olga,2026-03-29T00:00:00,2026-04-04T00:00:00,KAN-2205,3
2206,Исправить ошибку авторизации,Обновить интерфейс страницы,InProgress,High,maria|alex,2026-01-30T00:00:00,2026-02-06T00:00:00,KAN-2206,3
2207,Исправить загрузку аватаров,Оптимизировать транзакции,InProgress,Medium,anna|olga,2026-04-03T00:00:00,2026-04-05T00:00:00,KAN-2207,3
2208,Добавить комментарии к задачам,Добавить проверку токена,ToDo,Medium,ivan,2026-03-25T00:00:00,2026-04-08T00:00:00,KAN-2208,4
2209,Проверить целостность данных,Обновить механизм сессий,ToDo,Low,john,2026-02-09T00:00:00,2026-02-17T00:00:00,KAN-2209,5
2210,Оптимизировать транзакции,Реализовать обработку ошибок отправки,Review,High,alex,2026-01-24T00:00:00,2026-02-09T00:00:00,KAN-2210,4
2211,Добавить метки задач,Исправить проблему с блокировками,InProgress,Low,ivan|olga,2026-02-08T00:00:00,2026-02-11T00:00:00,KAN-2211,4
2212,Исправить ошибку авторизации,Оптимизировать текущую реализацию,Done,Medium,ivan|anna,2026-03-30T00:00:00,,KAN-2212,4
2213,Оптимизировать транзакции,Оптимизировать транзакции,InProgress,Medium,maria|alex,2026-03-27T00:00:00,,KAN-2213,5
2214,Добавить журнал отправленных уведомлений,Проверить целостность данных,Done,Medium,anna,2026-04-03T00:00:00,2026-04-13T00:00:00,KAN-2214,2
2215,Добавить двухфакторную аутентификацию,Добавить проверку данных,InProgress,Low,maria,2026-03-15T00:00:00,,KAN-2215,4
2216,Проверить целостность данных,Реализовать кэширование запросов,Review,High,maria,2026-03-30T00:00:00,2026-03-31T00:00:00,KAN-2216,2
2217,Добавить уведомления,Реализовать шаблоны уведомлений,InProgress,Medium,alex|anna,2026-03-09T00:00:00,2026-03-13T00:00:00,KAN-2217,2
2218,Добавить роли пользователей,Оптимизировать отправку сообщений,Review,Medium,anna|maria,2026-04-08T00:00:00,,KAN-2218,5
2219,Улучшить проверку логина,Проверить целостность данных,Done,Medium,olga|alex,2026-04-10T00:00:00,2026-04-20T00:00:00,KAN-2219,2
2220,Исправить ошибку регистрации,Пользователь может выполнить действие с некорректными данными,InProgress,Medium,anna|olga,2026-02-01T00:00:00,,KAN-2220,3
2221,Оптимизировать транзакции,Добавить двухфакторную аутентификацию,ToDo,Low,maria|olga,2026-03-24T00:00:00,2026-04-13T00:00:00,KAN-2221,1
2222,Оптимизировать транзакции,Добавить новые связи между таблицами,InProgress,Medium,maria,2026-02-26T00:00:00,2026-02-28T00:00:00,KAN-2222,2
2223,Исправить ошибку регистрации,Пользователь может выполнить действие с некорректными данными,Review,High,alex,2026-03-04T00:00:00,2026-03-20T00:00:00,KAN-2223,5
2224,Добавить обработку ошибок БД,Добавить обработку ошибок БД,Review,Low,olga,2026-01-25T00:00:00,,KAN-2224,1
2225,Реализовать шаблоны уведомлений,Реализовать поиск задач,Done,High,alex,2026-01-08T00:00:00,,KAN-2225,2
2226,Добавить роли пользователей,Добавить новые связи между таблицами,Review,Low,alex|maria,2026-01-09T00:00:00,,KAN-2226,2
2227,Оптимизировать процесс входа,Оптимизировать текущую реализацию,InProgress,Low,alex|john,2026-01-21T00:00:00,2026-02-03T00:00:00,KAN-2227,1
2228,Исправить нестабильное поведение функции,Иногда возникает ошибка при работе с API,Review,Medium,olga,2026-02-03T00:00:00,,KAN-2228,2
2229,Проверить целостность данных,Добавить журнал активности,Review,Low,alex,2026-03-16T00:00:00,2026-03-27T00:00:00,KAN-2229,4
2230,Добавить двухфакторную аутентификацию,Добавить логирование ошибок,Review,Medium,john|anna,2026-02-15T00:00:00,,KAN-2230,4
2231,Добавить журнал изменений БД,Добавить журнал отправленных уведомлений,InProgress,Medium,olga|ivan,2026-01-19T00:00:00,2026-01-27T00:00:00,KAN-2231,2
2232,Добавить страницу настроек проекта,Добавить настройку частоты уведомлений,ToDo,Medium,ivan|maria,2026-04-09T00:00:00,2026-04-20T00:00:00,KAN-2232,5
2233,Добавить логирование ошибок авторизации,Необходимо улучшить производительность запроса,Review,Medium,alex|olga,2026-03-04T00:00:00,2026-03-06T00:00:00,KAN-2233,5
2234,Добавить новые связи между таблицами,Интегрировать с внешними сервисами,ToDo,Medium,maria|ivan,2026-02-18T00:00:00,,KAN-2234,2
2235,Добавить проверку токена,Проверить целостность данных,Review,Medium,alex|john,2026-01-21T00:00:00,,KAN-2235,5
2236,Добавить двухфакторную аутентификацию,Исправить нестабильное поведение функции,ToDo,High,olga|maria,2026-02-20T00:00:00,2026-03-01T00:00:00,KAN-2236,3
2237,Исправить ошибку регистрации,Исправить нестабильное поведение функции,InProgress,Medium,maria,2026-02-15T00:00:00,2026-03-06T00:00:00,KAN-2237,3
2238,Обновить механизм сессий,Реализовать новую функцию интерфейса,Review,Medium,olga,2026-01-09T00:00:00,2026-01-18T00:00:00,KAN-2238,5
2239,Добавить журнал отправленных уведомлений,Добавить журнал отправленных уведомлений,ToDo,Low,maria,2026-04-03T00:00:00,,KAN-2239,2
2240,Реализовать кэширование запросов,Добавить обработку ошибок БД,ToDo,Medium,ivan|olga,2026-01-06T00:00:00,,KAN-2240,4
2241,Исправить ошибку регистрации,Проверить целостность данных,InProgress,Low,maria|ivan,2026-02-02T00:00:00,2026-02-09T00:00:00,KAN-2241,1
2242,Добавить восстановление пароля,Иногда возникает ошибка при работе с API,Review,Medium,anna|olga,2026-02-08T00:00:00,2026-02-10T00:00:00,KAN-2242,4
2243,Добавить роли пользователей,Добавить обработку ошибок БД,InProgress,Medium,maria|anna,2026-02-16T00:00:00,2026-02-22T00:00:00,KAN-2243,4
2244,Интегрировать с внешними сервисами,Иногда возникает ошибка при работе с API,ToDo,Medium,olga|john,2026-02-19T00:00:00,,KAN-2244,4
2245,Реализовать шаблоны уведомлений,Проверить целостность данных,Review,High,alex|john,2026-03-09T00:00:00,2026-03-23T00:00:00,KAN-2245,4
2246,Обновить механизм сессий,Добавить журнал активности,ToDo,Medium,anna,2026-03-18T00:00:00,,KAN-2246,5
2247,Добавить журнал отправленных уведомлений,Реализовать новую функцию интерфейса,Done,High,alex,2026-04-06T00:00:00,2026-04-17T00:00:00,KAN-2247,4
2248,Исправить нестабильное поведение функции,Оптимизировать транзакции,Review,High,john,2026-01-05T00:00:00,2026-01-05T00:00:00,KAN-2248,5
2249,Исправить загрузку аватаров,Добавить проверку токена,InProgress,Medium,john|ivan,2026-02-17T00:00:00,2026-03-07T00:00:00,KAN-2249,5
2250,Добавить новые связи между таблицами,Добавить журнал активности,InProgress,Medium,anna,2026-03-07T00:00:00,2026-03-09T00:00:00,KAN-2250,1
2251,Добавить метки задач,Добавить дедлайны задач,InProgress,Medium,alex|john,2026-02-11T00:00:00,,KAN-2251,3
2252,Добавить обработку ошибок отправки,Улучшить проверку логина,InProgress,Medium,anna,2026-01-19T00:00:00,,KAN-2252,2
2253,Оптимизировать процесс входа,Необходимо улучшить производительность запроса,Review,Medium,ivan,2026-03-17T00:00:00,2026-04-06T00:00:00,KAN-2253,3
2254,Добавить метки задач,Добавить проверку токена,Review,Medium,alex|john,2026-01-01T00:00:00,,KAN-2254,3
2255,Улучшить проверку логина,Добавить обработку ошибок,ToDo,Low,alex,2026-03-07T00:00:00,2026-03-13T00:00:00,KAN-2255,1
2256,Оптимизировать запросы базы данных,Реализовать обработку ошибок отправки,InProgress,Low,alex,2026-03-11T00:00:00,2026-03-14T00:00:00,KAN-2256,5
2257,Улучшить производительность доски,Добавить настройку частоты уведомлений,ToDo,Medium,john|ivan,2026-03-04T00:00:00,2026-03-16T00:00:00,KAN-2257,3
2258,Добавить роли пользователей,Иногда возникает ошибка при работе с API,Done,High,john|alex,2026-03-25T00:00:00,,KAN-2258,1
2259,Оптимизировать транзакции,Реализовать обработку ошибок отправки,ToDo,High,anna|olga,2026-04-02T00:00:00,2026-04-02T00:00:00,KAN-2259,3
2260,Проверить целостность данных,Оптимизировать транзакции,ToDo,Medium,alex|john,2026-03-29T00:00:00,2026-04-16T00:00:00,KAN-2260,1
2261,Реализовать дополнительную бизнес-логику,Добавить журнал отправленных уведомлений,InProgress,Medium,ivan|john,2026-02-10T00:00:00,2026-02-11T00:00:00,KAN-2261,2
2262,Обновить интерфейс страницы,Иногда возникает ошибка при работе с API,ToDo,Low,alex,2026-02-10T00:00:00,2026-02-13T00:00:00,KAN-2262,4
2263,Проверить целостность данных,Добавить настройку частоты уведомлений,Done,Medium,alex,2026-03-26T00:00:00,2026-03-26T00:00:00,KAN-2263,1
2264,Реализовать шаблоны уведомлений,Оптимизировать отправку сообщений,InProgress,Medium,ivan|anna,2026-03-28T00:00:00,,KAN-2264,5
2265,Реализовать поиск задач,Реализовать поиск задач,Review,Medium,olga|maria,2026-01-01T00:00:00,2026-01-10T00:00:00,KAN-2265,3
2266,Реализовать новую функцию интерфейса,Исправить нестабильное поведение функции,Done,Medium,maria,2026-01-29T00:00:00,2026-01-29T00:00:00,KAN-2266,1
2267,Исправить загрузку аватаров,Реализовать шаблоны уведомлений,InProgress,Medium,olga,2026-01-10T00:00:00,2026-01-27T00:00:00,KAN-2267,5
2268,Реализовать дополнительную бизнес-логику,Добавить журнал активности,ToDo,Medium,maria|ivan,2026-02-25T00:00:00,2026-03-08T00:00:00,KAN-2268,2
2269,Добавить проверку токена,Пользователь может выполнить действие с некорректными данными,InProgress,Medium,anna,2026-03-28T00:00:00,,KAN-2269,2
2270,Добавить журнал отправленных уведомлений,Исправить загрузку аватаров,InProgress,Low,alex,2026-03-03T00:00:00,2026-03-03T00:00:00,KAN-2270,5
2271,Оптимизировать транзакции,Оптимизировать отправку сообщений,InProgress,Low,ivan,2026-03-21T00:00:00,,KAN-2271,2
2272,Оптимизировать процесс входа,Добавить журнал активности,Done,Medium,olga|anna,2026-02-23T00:00:00,2026-02-26T00:00:00,KAN-2272,4
2273,Оптимизировать запросы базы данных,Оптимизировать транзакции,InProgress,Medium,anna|john,2026-02-12T00:00:00,,KAN-2273,4
2274,Добавить обработку ошибок БД,Обновить механизм сессий,InProgress,High,john|ivan,2026-01-20T00:00:00,2026-02-06T00:00:00,KAN-2274,3
2275,Реализовать новую функцию интерфейса,Исправить ошибку регистрации,InProgress,Medium,alex,2026-03-26T00:00:00,2026-04-02T00:00:00,KAN-2275,2
2276,Реализовать отправку email,Исправить загрузку аватаров,Review,High,alex|maria,2026-02-14T00:00:00,2026-03-06T00:00:00,KAN-2276,4
2277,Исправить нестабильное поведение функции,Улучшить проверку логина,InProgress,High,anna,2026-01-20T00:00:00,2026-01-28T00:00:00,KAN-2277,3
2278,Рефакторинг авторизации,Добавить проверку данных,InProgress,Medium,olga|ivan,2026-03-22T00:00:00,2026-04-07T00:00:00,KAN-2278,2
